filename,width,height,class,xmin,ymin,xmax,ymax
452_none.jpg,1280,720,14,238,426,406,699
14_none.jpg,1280,720,9,1081,144,1280,352
14_none.jpg,1280,720,2,418,88,648,348
12_none.jpg,1280,720,7,392,263,745,564
12_none.jpg,1280,720,5,1,1,194,389
12_none.jpg,1280,720,18,844,46,1270,382
355_none.jpg,1280,720,5,866,144,1062,487
169_none.jpg,1280,720,15,768,17,890,294
17_none.jpg,1280,720,19,894,366,1033,472
17_none.jpg,1280,720,1,602,3,905,298
92_none.jpg,1280,720,9,380,423,750,639
92_none.jpg,1280,720,3,386,111,589,383
60_none.jpg,1280,720,11,1,356,223,485
23_none.jpg,1280,720,1,1109,168,1266,322
156_none.jpg,1280,720,7,146,1,529,219
156_none.jpg,1280,720,2,660,322,801,529
156_none.jpg,1280,720,15,707,1,1045,328
123_none.jpg,1280,720,5,73,280,240,507
217_none.jpg,1280,720,7,1020,474,1280,646
217_none.jpg,1280,720,14,682,109,988,413
289_none.jpg,1280,720,14,1,483,176,690
255_none.jpg,1280,720,2,928,202,1148,494
255_none.jpg,1280,720,10,1,350,406,712
357_none.jpg,1280,720,3,653,82,954,322
292_none.jpg,1280,720,7,22,44,270,450
292_none.jpg,1280,720,3,429,78,683,288
292_none.jpg,1280,720,0,414,295,773,524
413_none.jpg,1280,720,3,696,1,908,242
272_none.jpg,1280,720,11,637,297,941,440
272_none.jpg,1280,720,1,623,10,796,182
267_none.jpg,1280,720,19,798,110,907,262
267_none.jpg,1280,720,9,322,228,642,545
231_none.jpg,1280,720,11,422,317,932,720
67_none.jpg,1280,720,5,157,273,294,629
273_none.jpg,1280,720,16,434,18,619,279
273_none.jpg,1280,720,1,224,442,435,656
26_none.jpg,1280,720,5,542,16,699,272
26_none.jpg,1280,720,8,993,20,1130,208
26_none.jpg,1280,720,8,1120,264,1257,515
235_none.jpg,1280,720,1,994,161,1182,345
235_none.jpg,1280,720,19,441,367,629,593
30_none.jpg,1280,720,16,811,511,1040,670
30_none.jpg,1280,720,0,347,252,682,531
30_none.jpg,1280,720,6,950,141,1126,459
219_none.jpg,1280,720,16,731,345,914,559
219_none.jpg,1280,720,5,1001,32,1176,369
33_none.jpg,1280,720,1,983,347,1124,484
33_none.jpg,1280,720,18,202,483,407,636
33_none.jpg,1280,720,4,836,1,940,344
351_none.jpg,1280,720,18,585,495,855,668
351_none.jpg,1280,720,17,666,107,778,296
401_none.jpg,1280,720,3,848,451,1056,686
401_none.jpg,1280,720,11,1051,111,1280,391
279_none.jpg,1280,720,16,145,302,365,517
13_none.jpg,1280,720,15,1051,29,1280,363
13_none.jpg,1280,720,8,220,436,481,720
13_none.jpg,1280,720,18,469,281,946,465
391_none.jpg,1280,720,10,975,305,1176,476
391_none.jpg,1280,720,12,5,36,214,370
39_none.jpg,1280,720,8,350,264,746,462
39_none.jpg,1280,720,0,789,39,1139,196
39_none.jpg,1280,720,6,140,122,291,575
197_none.jpg,1280,720,1,685,11,846,173
197_none.jpg,1280,720,10,216,313,469,576
384_none.jpg,1280,720,13,379,338,597,526
79_none.jpg,1280,720,6,88,392,438,617
189_none.jpg,1280,720,13,821,39,1033,247
326_none.jpg,1280,720,18,891,148,1110,626
326_none.jpg,1280,720,10,325,84,531,268
320_none.jpg,1280,720,14,897,27,1159,278
320_none.jpg,1280,720,18,720,409,908,720
320_none.jpg,1280,720,10,456,288,732,563
313_none.jpg,1280,720,14,1078,92,1280,334
313_none.jpg,1280,720,5,170,470,477,720
421_none.jpg,1280,720,10,410,70,648,313
421_none.jpg,1280,720,15,941,282,1277,627
149_none.jpg,1280,720,7,885,249,1057,491
246_none.jpg,1280,720,6,692,189,968,290
246_none.jpg,1280,720,7,846,546,1090,707
246_none.jpg,1280,720,15,2,512,355,692
387_none.jpg,1280,720,8,1144,185,1280,485
387_none.jpg,1280,720,11,1,237,207,536
287_none.jpg,1280,720,0,765,247,1121,668
287_none.jpg,1280,720,16,487,169,754,324
463_none.jpg,1280,720,11,783,203,1014,324
176_none.jpg,1280,720,7,423,366,723,616
176_none.jpg,1280,720,2,428,56,735,180
381_none.jpg,1280,720,5,22,341,283,697
409_none.jpg,1280,720,1,47,206,184,343
409_none.jpg,1280,720,0,1,345,202,626
409_none.jpg,1280,720,8,1003,106,1276,409
274_none.jpg,1280,720,11,339,373,615,629
264_none.jpg,1280,720,3,1066,150,1280,384
399_none.jpg,1280,720,14,811,401,1080,666
399_none.jpg,1280,720,4,656,114,865,410
173_none.jpg,1280,720,7,765,445,1059,685
99_none.jpg,1280,720,4,597,312,814,514
99_none.jpg,1280,720,13,28,1,359,196
99_none.jpg,1280,720,15,1007,202,1178,553
394_none.jpg,1280,720,5,187,345,330,715
394_none.jpg,1280,720,19,692,580,804,720
347_none.jpg,1280,720,15,167,407,419,654
299_none.jpg,1280,720,1,1043,420,1280,694
109_none.jpg,1280,720,5,490,287,785,680
109_none.jpg,1280,720,14,964,51,1274,349
109_none.jpg,1280,720,19,203,432,410,638
281_none.jpg,1280,720,19,874,568,1013,720
407_none.jpg,1280,720,13,1004,185,1158,425
407_none.jpg,1280,720,2,20,144,207,358
407_none.jpg,1280,720,10,663,319,829,574
456_none.jpg,1280,720,13,392,328,693,636
456_none.jpg,1280,720,3,96,534,210,720
456_none.jpg,1280,720,3,670,275,872,457
314_none.jpg,1280,720,2,167,293,361,627
314_none.jpg,1280,720,12,696,462,879,657
341_none.jpg,1280,720,6,385,1,729,230
341_none.jpg,1280,720,7,1009,530,1159,720
166_none.jpg,1280,720,2,241,341,486,602
166_none.jpg,1280,720,5,495,1,866,365
48_none.jpg,1280,720,0,335,167,535,363
81_none.jpg,1280,720,18,491,482,793,583
106_none.jpg,1280,720,13,373,258,659,485
106_none.jpg,1280,720,0,711,182,939,581
392_none.jpg,1280,720,16,926,468,1068,633
392_none.jpg,1280,720,6,899,256,1175,452
164_none.jpg,1280,720,12,695,89,1082,266
164_none.jpg,1280,720,0,109,152,294,419
164_none.jpg,1280,720,12,252,1,387,168
284_none.jpg,1280,720,18,789,197,1096,358
284_none.jpg,1280,720,17,480,382,632,590
284_none.jpg,1280,720,0,422,1,643,314
89_none.jpg,1280,720,3,1034,277,1262,454
89_none.jpg,1280,720,8,825,116,1054,373
89_none.jpg,1280,720,14,113,211,415,522
275_none.jpg,1280,720,19,706,151,825,287
275_none.jpg,1280,720,11,224,1,526,204
358_none.jpg,1280,720,12,749,273,970,489
358_none.jpg,1280,720,2,493,254,625,502
451_none.jpg,1280,720,10,640,104,785,335
451_none.jpg,1280,720,4,968,495,1116,712
103_none.jpg,1280,720,17,1161,348,1280,525
429_none.jpg,1280,720,3,63,463,236,615
96_none.jpg,1280,720,7,245,470,456,720
96_none.jpg,1280,720,3,560,321,805,610
172_none.jpg,1280,720,10,217,407,415,533
172_none.jpg,1280,720,9,424,307,703,617
58_none.jpg,1280,720,5,1,620,351,720
262_none.jpg,1280,720,10,198,1,405,157
158_none.jpg,1280,720,1,954,301,1179,536
158_none.jpg,1280,720,1,397,1,518,95
158_none.jpg,1280,720,10,1071,1,1264,239
334_none.jpg,1280,720,15,613,210,816,486
234_none.jpg,1280,720,9,557,304,899,510
234_none.jpg,1280,720,3,301,267,587,586
234_none.jpg,1280,720,8,1033,464,1199,720
288_none.jpg,1280,720,17,586,289,736,510
226_none.jpg,1280,720,19,719,176,884,352
226_none.jpg,1280,720,17,450,212,598,493
226_none.jpg,1280,720,8,104,12,422,268
18_none.jpg,1280,720,4,166,195,243,571
18_none.jpg,1280,720,16,1001,1,1159,201
105_none.jpg,1280,720,2,662,233,850,388
105_none.jpg,1280,720,2,633,483,751,720
85_none.jpg,1280,720,18,324,104,592,584
85_none.jpg,1280,720,7,567,49,955,443
85_none.jpg,1280,720,7,660,501,814,720
447_none.jpg,1280,720,8,404,285,539,498
447_none.jpg,1280,720,4,860,552,976,720
447_none.jpg,1280,720,11,935,27,1206,314
388_none.jpg,1280,720,16,249,6,396,179
388_none.jpg,1280,720,11,594,174,1002,328
191_none.jpg,1280,720,10,344,1,615,198
191_none.jpg,1280,720,16,1077,483,1280,614
374_none.jpg,1280,720,10,577,390,715,586
374_none.jpg,1280,720,10,60,263,430,578
131_none.jpg,1280,720,13,61,54,275,316
131_none.jpg,1280,720,16,1139,385,1265,590
321_none.jpg,1280,720,9,946,135,1202,430
321_none.jpg,1280,720,19,266,239,430,409
321_none.jpg,1280,720,11,651,290,999,681
414_none.jpg,1280,720,10,1,367,165,548
414_none.jpg,1280,720,13,82,2,289,162
270_none.jpg,1280,720,11,246,1,592,364
270_none.jpg,1280,720,5,779,64,1192,360
102_none.jpg,1280,720,19,1099,301,1220,430
102_none.jpg,1280,720,9,1,1,447,439
405_none.jpg,1280,720,13,777,342,997,513
405_none.jpg,1280,720,4,43,327,274,499
135_none.jpg,1280,720,6,1,370,133,720
69_none.jpg,1280,720,15,363,1,607,311
329_none.jpg,1280,720,11,638,155,937,607
329_none.jpg,1280,720,1,995,597,1120,720
458_none.jpg,1280,720,9,675,505,982,676
458_none.jpg,1280,720,7,549,93,950,503
458_none.jpg,1280,720,15,298,260,478,468
265_none.jpg,1280,720,1,443,123,560,239
265_none.jpg,1280,720,4,414,304,644,596
265_none.jpg,1280,720,14,962,410,1156,708
411_none.jpg,1280,720,6,842,227,1081,444
411_none.jpg,1280,720,14,1,1,265,302
19_none.jpg,1280,720,19,678,531,843,662
19_none.jpg,1280,720,6,214,107,323,321
367_none.jpg,1280,720,10,166,73,398,294
367_none.jpg,1280,720,15,679,231,951,451
193_none.jpg,1280,720,3,721,191,910,483
193_none.jpg,1280,720,15,721,458,1044,720
425_none.jpg,1280,720,4,696,213,838,399
442_none.jpg,1280,720,10,172,497,357,720
442_none.jpg,1280,720,0,529,318,792,525
465_none.jpg,1280,720,13,889,282,1042,561
465_none.jpg,1280,720,1,967,48,1118,204
465_none.jpg,1280,720,16,111,488,338,624
218_none.jpg,1280,720,16,25,520,345,720
349_none.jpg,1280,720,15,426,504,734,677
349_none.jpg,1280,720,9,979,559,1280,720
349_none.jpg,1280,720,18,974,148,1211,396
283_none.jpg,1280,720,2,41,333,231,569
121_none.jpg,1280,720,11,208,69,555,253
427_none.jpg,1280,720,2,804,503,966,688
427_none.jpg,1280,720,11,282,488,541,720
427_none.jpg,1280,720,0,66,41,339,339
236_none.jpg,1280,720,11,1003,61,1278,303
21_none.jpg,1280,720,19,500,19,637,194
77_none.jpg,1280,720,5,923,140,1268,338
376_none.jpg,1280,720,8,730,254,1096,440
376_none.jpg,1280,720,12,850,492,1089,720
8_none.jpg,1280,720,15,397,1,795,340
8_none.jpg,1280,720,16,139,344,316,493
216_none.jpg,1280,720,18,45,356,149,612
290_none.jpg,1280,720,7,1032,142,1208,322
290_none.jpg,1280,720,14,381,294,604,538
290_none.jpg,1280,720,1,1024,408,1277,655
141_none.jpg,1280,720,17,143,67,315,252
141_none.jpg,1280,720,12,173,452,410,656
118_none.jpg,1280,720,7,82,1,469,261
118_none.jpg,1280,720,3,449,261,696,453
118_none.jpg,1280,720,3,848,247,1141,421
15_none.jpg,1280,720,11,290,463,592,720
15_none.jpg,1280,720,4,281,209,339,502
15_none.jpg,1280,720,9,776,1,1032,291
397_none.jpg,1280,720,5,956,240,1231,501
91_none.jpg,1280,720,1,799,263,946,410
398_none.jpg,1280,720,4,496,127,630,384
398_none.jpg,1280,720,17,19,382,195,501
240_none.jpg,1280,720,19,885,1,1021,115
178_none.jpg,1280,720,5,1026,251,1261,522
285_none.jpg,1280,720,13,258,435,453,698
285_none.jpg,1280,720,1,720,517,887,678
223_none.jpg,1280,720,16,93,1,257,196
408_none.jpg,1280,720,2,255,594,552,711
408_none.jpg,1280,720,11,475,151,1011,441
87_none.jpg,1280,720,17,360,464,486,653
78_none.jpg,1280,720,1,286,136,612,487
137_none.jpg,1280,720,19,751,443,924,611
309_none.jpg,1280,720,11,156,160,380,419
437_none.jpg,1280,720,14,860,45,1155,366
437_none.jpg,1280,720,10,860,393,1096,552
302_none.jpg,1280,720,15,701,428,881,720
302_none.jpg,1280,720,18,53,318,434,645
302_none.jpg,1280,720,16,16,586,251,720
444_none.jpg,1280,720,6,125,160,514,284
444_none.jpg,1280,720,11,1015,1,1233,387
361_none.jpg,1280,720,11,1007,10,1280,449
183_none.jpg,1280,720,3,231,311,380,581
139_none.jpg,1280,720,18,502,225,699,514
139_none.jpg,1280,720,19,1068,196,1246,396
233_none.jpg,1280,720,11,119,408,513,712
233_none.jpg,1280,720,19,379,214,590,370
125_none.jpg,1280,720,16,82,316,257,502
134_none.jpg,1280,720,0,841,144,1067,443
134_none.jpg,1280,720,17,87,500,237,720
134_none.jpg,1280,720,17,622,11,852,158
57_none.jpg,1280,720,2,523,489,731,699
57_none.jpg,1280,720,14,627,9,885,277
57_none.jpg,1280,720,11,918,186,1171,503
115_none.jpg,1280,720,6,567,354,981,533
260_none.jpg,1280,720,16,946,343,1170,430
260_none.jpg,1280,720,11,513,200,776,450
260_none.jpg,1280,720,12,15,16,188,355
112_none.jpg,1280,720,15,857,512,1158,720
32_none.jpg,1280,720,15,956,195,1127,435
32_none.jpg,1280,720,2,96,405,252,604
146_none.jpg,1280,720,9,1,324,297,585
146_none.jpg,1280,720,10,1061,444,1255,598
146_none.jpg,1280,720,4,1003,170,1168,303
3_none.jpg,1280,720,1,1158,373,1278,495
3_none.jpg,1280,720,19,869,556,969,703
3_none.jpg,1280,720,0,64,26,451,335
383_none.jpg,1280,720,5,528,395,789,620
383_none.jpg,1280,720,19,381,174,490,330
383_none.jpg,1280,720,9,1,163,332,344
86_none.jpg,1280,720,0,857,290,1280,534
364_none.jpg,1280,720,6,775,158,1017,474
296_none.jpg,1280,720,0,255,97,539,280
296_none.jpg,1280,720,12,847,1,1190,286
296_none.jpg,1280,720,2,660,60,781,427
88_none.jpg,1280,720,12,696,90,964,333
88_none.jpg,1280,720,5,219,186,487,444
88_none.jpg,1280,720,16,940,544,1086,720
179_none.jpg,1280,720,13,1136,467,1275,624
179_none.jpg,1280,720,17,1126,11,1269,212
179_none.jpg,1280,720,0,349,243,634,522
204_none.jpg,1280,720,0,795,415,1060,653
204_none.jpg,1280,720,9,1044,94,1280,470
433_none.jpg,1280,720,0,1,104,154,399
433_none.jpg,1280,720,1,588,552,755,716
104_none.jpg,1280,720,7,56,276,249,564
419_none.jpg,1280,720,1,253,1,421,146
306_none.jpg,1280,720,5,691,233,1015,468
306_none.jpg,1280,720,2,272,118,419,586
306_none.jpg,1280,720,13,436,302,688,511
157_none.jpg,1280,720,19,678,224,782,379
157_none.jpg,1280,720,17,951,31,1124,246
157_none.jpg,1280,720,9,1,495,345,699
259_none.jpg,1280,720,5,693,468,867,720
259_none.jpg,1280,720,0,208,443,542,623
259_none.jpg,1280,720,17,690,1,885,183
83_none.jpg,1280,720,0,934,276,1215,557
83_none.jpg,1280,720,5,178,105,422,488
245_none.jpg,1280,720,10,836,212,1090,465
424_none.jpg,1280,720,2,807,137,957,372
424_none.jpg,1280,720,7,921,356,1201,690
424_none.jpg,1280,720,8,240,574,487,701
395_none.jpg,1280,720,9,428,545,744,717
377_none.jpg,1280,720,3,82,64,224,280
377_none.jpg,1280,720,14,447,163,681,445
293_none.jpg,1280,720,13,1,446,156,691
268_none.jpg,1280,720,0,423,242,655,643
268_none.jpg,1280,720,14,581,9,840,221
238_none.jpg,1280,720,19,120,450,330,624
111_none.jpg,1280,720,8,501,230,628,454
111_none.jpg,1280,720,9,119,94,426,468
111_none.jpg,1280,720,2,1125,1,1275,314
431_none.jpg,1280,720,11,65,1,349,138
431_none.jpg,1280,720,16,607,429,756,581
415_none.jpg,1280,720,14,266,361,543,547
415_none.jpg,1280,720,9,553,338,844,720
415_none.jpg,1280,720,11,879,260,1280,674
356_none.jpg,1280,720,11,521,1,986,185
227_none.jpg,1280,720,13,973,1,1215,322
373_none.jpg,1280,720,6,463,385,892,639
373_none.jpg,1280,720,5,937,354,1185,720
460_none.jpg,1280,720,2,973,233,1280,408
460_none.jpg,1280,720,12,803,184,1018,276
460_none.jpg,1280,720,13,86,113,292,266
310_none.jpg,1280,720,11,757,61,1004,326
122_none.jpg,1280,720,15,1048,478,1280,705
464_none.jpg,1280,720,1,1167,253,1280,388
224_none.jpg,1280,720,8,330,424,529,554
52_none.jpg,1280,720,7,726,29,944,257
52_none.jpg,1280,720,8,776,530,964,623
52_none.jpg,1280,720,1,368,430,501,562
412_none.jpg,1280,720,16,792,164,960,350
412_none.jpg,1280,720,14,143,197,388,510
412_none.jpg,1280,720,0,995,168,1269,296
230_none.jpg,1280,720,18,124,173,420,316
230_none.jpg,1280,720,5,551,148,747,362
230_none.jpg,1280,720,3,877,66,1060,285
350_none.jpg,1280,720,9,373,527,763,720
434_none.jpg,1280,720,3,183,207,529,412
434_none.jpg,1280,720,9,769,445,1280,700
153_none.jpg,1280,720,6,956,120,1125,330
113_none.jpg,1280,720,14,424,1,765,177
114_none.jpg,1280,720,1,497,399,670,567
114_none.jpg,1280,720,18,493,14,870,143
114_none.jpg,1280,720,6,186,134,388,488
312_none.jpg,1280,720,6,53,369,245,573
282_none.jpg,1280,720,17,378,1,675,199
282_none.jpg,1280,720,18,106,1,386,167
297_none.jpg,1280,720,11,270,247,668,606
382_none.jpg,1280,720,13,90,87,395,253
382_none.jpg,1280,720,3,737,500,915,717
